TL_7,Time,Celsius(°C),Humidity(%rh),Dew Point(°C),Serial Number
1,2017-08-29 12:00:00,22.5,58.5,14.0,010103146
2,2017-08-29 12:01:00,22.5,62.5,15.0
3,2017-08-29 12:02:00,22.5,63.5,15.2
4,2017-08-29 12:03:00,22.5,64.0,15.4
5,2017-08-29 12:04:00,22.5,64.5,15.5
6,2017-08-29 12:05:00,22.5,65.0,15.6
7,2017-08-29 12:06:00,22.5,65.5,15.7
8,2017-08-29 12:07:00,22.5,66.0,15.8
9,2017-08-29 12:08:00,22.5,66.0,15.8
10,2017-08-29 12:09:00,22.5,66.0,15.8
11,2017-08-29 12:10:00,22.5,65.5,15.7
12,2017-08-29 12:11:00,22.5,65.5,15.7
13,2017-08-29 12:12:00,22.5,66.0,15.8
14,2017-08-29 12:13:00,23.0,65.5,16.2
15,2017-08-29 12:14:00,23.5,64.0,16.3
16,2017-08-29 12:15:00,24.0,62.5,16.4
17,2017-08-29 12:16:00,24.5,61.0,16.5
18,2017-08-29 12:17:00,25.0,60.0,16.7
19,2017-08-29 12:18:00,25.5,58.5,16.8
20,2017-08-29 12:19:00,25.5,57.5,16.5
21,2017-08-29 12:20:00,26.0,56.5,16.7
22,2017-08-29 12:21:00,26.5,56.0,17.0
23,2017-08-29 12:22:00,26.5,55.5,16.9
24,2017-08-29 12:23:00,27.0,55.0,17.2
25,2017-08-29 12:24:00,27.0,54.5,17.0
26,2017-08-29 12:25:00,27.0,54.0,16.9
27,2017-08-29 12:26:00,27.5,53.0,17.1
28,2017-08-29 12:27:00,27.5,53.0,17.1
29,2017-08-29 12:28:00,27.5,52.5,16.9
30,2017-08-29 12:29:00,27.5,52.5,16.9
31,2017-08-29 12:30:00,28.0,52.0,17.2
32,2017-08-29 12:31:00,28.0,52.0,17.2
33,2017-08-29 12:32:00,28.0,51.0,16.9
34,2017-08-29 12:33:00,28.0,51.5,17.1
35,2017-08-29 12:34:00,28.0,50.5,16.8
36,2017-08-29 12:35:00,28.0,50.5,16.8
37,2017-08-29 12:36:00,28.0,50.5,16.8
38,2017-08-29 12:37:00,28.5,50.5,17.2
39,2017-08-29 12:38:00,28.5,50.5,17.2
40,2017-08-29 12:39:00,28.5,50.0,17.1
41,2017-08-29 12:40:00,28.5,49.5,16.9
42,2017-08-29 12:41:00,28.5,49.5,16.9
43,2017-08-29 12:42:00,28.5,50.0,17.1
44,2017-08-29 12:43:00,28.5,49.5,16.9
45,2017-08-29 12:44:00,28.5,50.0,17.1
46,2017-08-29 12:45:00,28.5,49.5,16.9
47,2017-08-29 12:46:00,28.5,49.5,16.9
48,2017-08-29 12:47:00,28.5,49.0,16.7
49,2017-08-29 12:48:00,28.5,49.0,16.7
50,2017-08-29 12:49:00,28.5,49.0,16.7
51,2017-08-29 12:50:00,29.0,49.0,17.2
52,2017-08-29 12:51:00,29.0,49.0,17.2
53,2017-08-29 12:52:00,29.0,49.0,17.2
54,2017-08-29 12:53:00,29.0,49.0,17.2
55,2017-08-29 12:54:00,29.0,48.5,17.0
56,2017-08-29 12:55:00,29.0,48.5,17.0
57,2017-08-29 12:56:00,29.0,49.0,17.2
58,2017-08-29 12:57:00,29.0,49.0,17.2
59,2017-08-29 12:58:00,29.0,49.0,17.2
60,2017-08-29 12:59:00,29.0,49.0,17.2
61,2017-08-29 13:00:00,29.0,49.0,17.2
62,2017-08-29 13:01:00,29.0,48.5,17.0
63,2017-08-29 13:02:00,29.0,48.5,17.0
64,2017-08-29 13:03:00,29.0,49.0,17.2
65,2017-08-29 13:04:00,29.0,49.0,17.2
66,2017-08-29 13:05:00,29.0,49.0,17.2
67,2017-08-29 13:06:00,29.0,49.0,17.2
68,2017-08-29 13:07:00,29.0,48.5,17.0
69,2017-08-29 13:08:00,29.0,48.5,17.0
70,2017-08-29 13:09:00,29.0,48.5,17.0
71,2017-08-29 13:10:00,29.0,48.5,17.0
72,2017-08-29 13:11:00,29.0,48.5,17.0
73,2017-08-29 13:12:00,29.0,48.5,17.0
74,2017-08-29 13:13:00,29.0,48.5,17.0
75,2017-08-29 13:14:00,29.0,48.5,17.0
76,2017-08-29 13:15:00,29.0,48.0,16.9
77,2017-08-29 13:16:00,29.0,48.5,17.0
78,2017-08-29 13:17:00,29.0,48.5,17.0
79,2017-08-29 13:18:00,29.0,48.5,17.0
80,2017-08-29 13:19:00,29.0,48.0,16.9
81,2017-08-29 13:20:00,29.0,48.0,16.9
82,2017-08-29 13:21:00,29.0,48.0,16.9
83,2017-08-29 13:22:00,29.0,48.0,16.9
84,2017-08-29 13:23:00,29.0,48.5,17.0
85,2017-08-29 13:24:00,29.0,48.0,16.9
86,2017-08-29 13:25:00,29.0,48.0,16.9
87,2017-08-29 13:26:00,29.0,48.0,16.9
88,2017-08-29 13:27:00,29.0,47.5,16.7
89,2017-08-29 13:28:00,29.0,48.0,16.9
90,2017-08-29 13:29:00,29.0,48.0,16.9
91,2017-08-29 13:30:00,29.0,48.0,16.9
92,2017-08-29 13:31:00,29.0,47.5,16.7
93,2017-08-29 13:32:00,29.0,47.5,16.7
94,2017-08-29 13:33:00,29.5,47.5,17.2
95,2017-08-29 13:34:00,29.5,48.0,17.3
96,2017-08-29 13:35:00,29.5,47.5,17.2
97,2017-08-29 13:36:00,29.5,47.5,17.2
98,2017-08-29 13:37:00,29.5,47.5,17.2
99,2017-08-29 13:38:00,29.0,47.5,16.7
100,2017-08-29 13:39:00,29.0,47.5,16.7
101,2017-08-29 13:40:00,29.0,47.5,16.7
102,2017-08-29 13:41:00,29.0,47.5,16.7
103,2017-08-29 13:42:00,29.0,48.0,16.9
104,2017-08-29 13:43:00,29.0,48.0,16.9
105,2017-08-29 13:44:00,29.0,48.0,16.9
106,2017-08-29 13:45:00,29.0,47.5,16.7
107,2017-08-29 13:46:00,29.0,47.0,16.5
108,2017-08-29 13:47:00,29.0,47.5,16.7
109,2017-08-29 13:48:00,29.0,47.5,16.7
110,2017-08-29 13:49:00,29.0,47.5,16.7
111,2017-08-29 13:50:00,29.0,47.5,16.7
112,2017-08-29 13:51:00,29.0,47.5,16.7
113,2017-08-29 13:52:00,29.0,47.5,16.7
114,2017-08-29 13:53:00,29.0,47.5,16.7
115,2017-08-29 13:54:00,29.0,47.5,16.7
116,2017-08-29 13:55:00,29.0,47.5,16.7
117,2017-08-29 13:56:00,29.0,47.5,16.7
118,2017-08-29 13:57:00,29.0,47.5,16.7
119,2017-08-29 13:58:00,29.0,47.5,16.7
120,2017-08-29 13:59:00,29.0,47.5,16.7
121,2017-08-29 14:00:00,29.0,47.5,16.7
122,2017-08-29 14:01:00,29.0,47.5,16.7
123,2017-08-29 14:02:00,29.0,47.5,16.7
124,2017-08-29 14:03:00,29.0,47.5,16.7
125,2017-08-29 14:04:00,29.0,47.5,16.7
126,2017-08-29 14:05:00,29.0,47.5,16.7
127,2017-08-29 14:06:00,29.0,47.5,16.7
128,2017-08-29 14:07:00,29.0,47.5,16.7
129,2017-08-29 14:08:00,29.0,47.5,16.7
130,2017-08-29 14:09:00,29.0,47.5,16.7
131,2017-08-29 14:10:00,29.0,47.5,16.7
132,2017-08-29 14:11:00,29.0,47.0,16.5
133,2017-08-29 14:12:00,29.0,47.0,16.5
134,2017-08-29 14:13:00,29.0,47.0,16.5
135,2017-08-29 14:14:00,29.5,47.0,17.0
136,2017-08-29 14:15:00,29.5,47.5,17.2
137,2017-08-29 14:16:00,29.5,47.5,17.2
138,2017-08-29 14:17:00,29.5,47.0,17.0
139,2017-08-29 14:18:00,29.5,47.0,17.0
140,2017-08-29 14:19:00,29.5,47.0,17.0
141,2017-08-29 14:20:00,29.5,47.0,17.0
142,2017-08-29 14:21:00,29.5,47.0,17.0
143,2017-08-29 14:22:00,29.5,47.0,17.0
144,2017-08-29 14:23:00,29.5,47.0,17.0
145,2017-08-29 14:24:00,29.5,47.0,17.0
146,2017-08-29 14:25:00,29.5,47.0,17.0
147,2017-08-29 14:26:00,29.0,47.5,16.7
148,2017-08-29 14:27:00,29.0,47.0,16.5
149,2017-08-29 14:28:00,29.0,47.0,16.5
150,2017-08-29 14:29:00,29.0,47.0,16.5
151,2017-08-29 14:30:00,29.0,47.0,16.5
152,2017-08-29 14:31:00,29.5,47.0,17.0
153,2017-08-29 14:32:00,29.5,47.0,17.0
154,2017-08-29 14:33:00,29.5,47.0,17.0
155,2017-08-29 14:34:00,29.0,47.0,16.5
156,2017-08-29 14:35:00,29.0,47.0,16.5
157,2017-08-29 14:36:00,29.5,47.0,17.0
158,2017-08-29 14:37:00,29.5,46.5,16.8
